score,budget_x,revenue,year,genre_Action,genre_Adventure,genre_Animation,genre_Comedy,genre_Crime,genre_Documentary,genre_Drama,genre_Family,genre_Fantasy,genre_History,genre_Horror,genre_Music,genre_Mystery,genre_Romance,genre_Science Fiction,genre_TV Movie,genre_Thriller,genre_Unknown,genre_War,genre_Western,status_ Post Production,status_ Released
0.6666666666666666,0.2777777777777778,0.2932253027266399,0.5555555555555556,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,False,True
1.0833333333333333,2.111111111111111,2.1703604703117243,0.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,True
0.9166666666666666,0.5555555555555556,1.4614867695246319,0.5555555555555556,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,False,True
0.4166666666666667,-0.41888888888888887,-0.3192720417410461,0.5555555555555556,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,False,True
-0.3333333333333333,0.3,0.47207355611443763,0.5555555555555556,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,True
0.08333333333333333,-0.16666666666666666,-0.20111530652555562,0.5555555555555556,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,False,True
1.25,0.5555555555555556,0.49892301122640403,0.5555555555555556,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,False,True
1.5,0.4444444444444444,0.8398005821465476,0.5,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,False,True
-0.5,0.23333333333333334,0.2502188727430119,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,True
-0.5833333333333334,0.7688888888888888,0.8539430507267243,0.5555555555555556,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,False,True
-0.5833333333333334,-0.5544444444444444,-0.39924712452882355,0.5555555555555556,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,False,True
-0.8333333333333334,-0.4222222222222222,0.6972228130213056,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,False,True
0.0,-0.06888888888888889,0.855440897344669,0.5555555555555556,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,False,True
0.6666666666666666,2.111111111111111,1.7957878449160194,0.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,True
0.5833333333333334,0.4666666666666667,0.7849425636375796,0.5555555555555556,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,False,True
-0.25,0.30666666666666664,1.0426586024825593,0.5,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,False,True
-0.08333333333333333,-0.3333333333333333,-0.2665671800027348,0.5555555555555556,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,False,True
0.0,0.04511111111111111,0.8634469397387325,0.5555555555555556,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,False,True
-0.6666666666666666,0.6711111111111111,0.4131908797947499,0.5555555555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,False,True
0.0,0.8166666666666667,0.6771402617269745,0.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,False,True
0.6666666666666666,0.3622222222222222,0.8130132625142246,0.5555555555555556,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,False,True
0.3333333333333333,-0.2777777777777778,-0.2759307065528313,0.5555555555555556,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,False,True
0.75,-0.2777777777777778,1.1979678501217188,-0.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,False,True
-0.08333333333333333,1.064,0.4230381823282171,0.5555555555555556,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,False,True
0.3333333333333333,0.8333333333333334,-0.06668744722878829,0.5555555555555556,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False,True
0.0,0.04511111111111111,0.8634469397387325,0.5555555555555556,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,False,True
-1.0,-0.5554444444444444,-0.3613567521879573,0.5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,False,True
0.5,1.6666666666666667,0.6018905227007294,0.5,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,False,True
-0.5833333333333334,0.20555555555555555,0.31498813515405677,0.5555555555555556,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,True
0.75,-0.4222222222222222,0.02499228818658047,0.5555555555555556,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,False,True
-0.16666666666666666,1.6666666666666667,0.7947069026000043,0.5555555555555556,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,True
-0.25,0.2644444444444444,0.5481379404247851,0.5555555555555556,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,False,True
-0.25,0.7,0.5470272887844271,0.5555555555555556,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,False,True
-0.8333333333333334,-0.528,-0.40262279795789563,0.5,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,False,True
-0.4166666666666667,1.0748888888888888,0.369348391327595,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,False,True
0.6666666666666666,-0.1111111111111111,0.03504308190053437,0.2222222222222222,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,False,True
-0.16666666666666666,0.35333333333333333,0.6458656521645451,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,False,True
-0.9166666666666666,0.7333333333333333,0.5687075059193877,0.5555555555555556,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,False,True
-0.16666666666666666,-0.37722222222222224,-0.3959052882992949,0.5555555555555556,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,False,True
0.75,0.05555555555555555,0.4353566560994433,0.3333333333333333,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,False,True
-0.16666666666666666,0.7044444444444444,1.6007281206032122,0.5555555555555556,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,True
0.6666666666666666,-0.5222222222222223,-0.3659148953976991,0.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,False,True
