names,budget_x,revenue,score_scaled,budget_x_scaled,revenue_scaled,year_scaled,genre_Action,genre_Adventure,genre_Animation,genre_Comedy,genre_Crime,genre_Documentary,genre_Drama,genre_Family,genre_Fantasy,genre_History,genre_Horror,genre_Music,genre_Mystery,genre_Romance,genre_Science Fiction,genre_TV Movie,genre_Thriller,genre_Unknown,genre_War,genre_Western,lang_ Chinese,lang_ English,lang_ French,lang_ German,lang_ Italian,lang_ Japanese,lang_ Korean,"lang_ Spanish, Castilian",lang_Other,country_ES,country_FR,country_GB,country_HK,country_IT,country_JP,country_KR,country_Other,country_US,status_ Post Production,status_ Released
The Scorpion King: Book of Souls,91000000.0,264107107.4,-0.4166666666666667,0.45273851590106007,0.2677002198857709,0.2777777777777778,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
Ben 10: Secret of the Omnitrix,93000000.0,345008293.2,0.6666666666666666,0.4748233215547703,0.4737495978654488,-0.3333333333333333,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
Open 24 Hours,85200000.0,419234293.4,-0.6666666666666666,0.38869257950530034,0.6627977684193277,0.3888888888888889,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
Caged,57200000.0,383014716.6,0.0,0.07950530035335689,0.5705491666648752,0.4444444444444444,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
Blow,30000000.0,83282296.0,0.75,-0.22084805653710246,-0.1928472930316796,-0.6666666666666666,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Lake Placid vs. Anaconda,108000000.0,451155000.0,-1.0833333333333333,0.6404593639575972,0.7440974635296285,0.1111111111111111,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
Teenage Little Sister,105740523.8,345465556.8,0.4166666666666667,0.6155093175795052,0.47491421466829364,0.2777777777777778,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True
My Extraordinary Summer with Tess,81200000.0,472749495.2,0.5833333333333334,0.34452296819787986,0.7990970566721204,0.3333333333333333,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True
Shottas,200000.0,82379369.0,0.9166666666666666,-0.5499116607773852,-0.19514698178001258,-0.6111111111111112,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
Rat Race,48000000.0,86607223.0,-0.25,-0.022084805653710248,-0.18437894818106756,-0.6111111111111112,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
This Is Our Time,350000.0,50229173.8,-0.5,-0.5482553003533569,-0.27703116749840323,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
The Taking of Deborah Logan,76200000.0,480720047.2,-0.08333333333333333,0.28931095406360424,0.8193974671730834,0.05555555555555555,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
Sorry If I Call You Love,143600000.0,176140303.6,0.75,1.0335689045936396,0.04365523183504738,0.05555555555555555,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True
Man on a Ledge,42000000.0,49621440.0,-0.08333333333333333,-0.08833922261484099,-0.27857902084849867,-0.05555555555555555,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Beverly Hills Cop,15000000.0,316300000.0,0.5833333333333334,-0.38648409893992935,0.4006316837307685,-1.5555555555555556,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
The Rifleman of the Voroshilov Regiment,57600000.0,997071462.2,0.6666666666666666,0.08392226148409894,2.134506594778436,-0.7777777777777778,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True
Hoodwinked!,15000000.0,51053787.0,-0.25,-0.38648409893992935,-0.2749309382464627,-0.3888888888888889,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Daredevil,80000000.0,182782518.0,-1.0833333333333333,0.33127208480565373,0.0605724640362058,-0.5555555555555556,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Pleasure or Pain,74200000.0,937727043.8,-1.4166666666666667,0.267226148409894,1.9833607200057848,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
Master Z: Ip Man Legacy,23667081.4,21832649.0,-0.25,-0.2907786947879859,-0.3493550304179069,0.2777777777777778,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
Looney Tunes: Back in Action,80000000.0,54540662.0,-0.08333333333333333,0.33127208480565373,-0.26605012373505305,-0.4444444444444444,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Poseidon,160000000.0,181674817.0,-0.5833333333333334,1.2146643109540636,0.05775123095067707,-0.3888888888888889,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
The Craft,15000000.0,55669466.0,0.16666666666666666,-0.38648409893992935,-0.26317514285855553,-0.9444444444444444,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
"I Love You, Beth Cooper",18000000.0,16382538.0,-0.5,-0.35335689045936397,-0.3632360628201563,-0.2222222222222222,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
Pom Poko,76400000.0,674767418.2,0.5833333333333334,0.2915194346289753,1.31362186818479,-0.4444444444444444,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Megan Is Missing,102200000.0,486305039.4,-0.16666666666666666,0.5764134275618374,0.8336220320846072,-0.1111111111111111,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
13 Going on 30,37000000.0,96455697.0,0.16666666666666666,-0.1435512367491166,-0.1592956082808874,-0.5,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
The Lord of the Rings,4000000.0,30471420.0,0.08333333333333333,-0.5079505300353356,-0.3273527152051318,-1.8333333333333333,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Winnie the Pooh: Springtime with Roo,108000000.0,254948951.2,0.16666666666666666,0.6404593639575972,0.2443750687178293,-0.5,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
Striptease,50000000.0,113309743.0,-0.75,0.0,-0.11636959106123772,-0.9444444444444444,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
For Your Eyes Only,28000000.0,195300000.0,0.0,-0.24293286219081273,0.0924535712717417,-1.7777777777777777,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
The Invincible Iron Man,105800000.0,362240728.2,-0.3333333333333333,0.616166077738516,0.5176393440751419,-0.3333333333333333,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
Surf's Up,85000000.0,149044513.0,-0.08333333333333333,0.38648409893992935,-0.02535575661696121,-0.3333333333333333,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Doraemon: Nobita and the Windmasters,67400000.0,498339542.2,0.75,0.19213780918727916,0.8642730267729285,-0.5555555555555556,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True
Sweeney Todd: The Demon Barber of Fleet Street,50000000.0,152000000.0,0.5833333333333334,0.0,-0.01782834831070343,-0.2777777777777778,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Female Teacher: Dirty Afternoon,151600000.0,665194474.0,-1.25,1.1219081272084805,1.2892402824473388,-1.7777777777777777,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True
Rise of the Mummy,108800000.0,348600148.4,-0.9166666666666666,0.6492932862190812,0.4828977892353838,0.4444444444444444,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
Lola's Secret,51270000.0,365099318.6,-2.0,0.014023851590106008,0.524919963858328,-1.6111111111111112,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
Taxi,25000000.0,71255003.0,-0.75,-0.2760600706713781,-0.2234799248889661,-0.5,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
City Under Siege,17000000.0,13851432.0,-1.3333333333333333,-0.36439929328621906,-0.3696826038905176,-0.16666666666666666,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
The Colony,16000000.0,3796077.0,-0.9166666666666666,-0.3754416961130742,-0.39529285450213275,0.05555555555555555,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Detective Conan: Black Iron Submarine,231940000.0,175269998.8,-2.0,2.0090547703180213,0.04143862943398932,0.5555555555555556,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
The NeverEnding Story II: The Next Chapter,32000000.0,16283667.0,-0.6666666666666666,-0.19876325088339222,-0.363487879995007,-1.2777777777777777,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
The Pelican Brief,45000000.0,187995859.0,0.08333333333333333,-0.055212014134275615,0.07385046063938973,-1.0555555555555556,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Mr. Nobody,46500000.0,22254.0,1.0833333333333333,-0.03864840989399293,-0.4049045044929961,0.05555555555555555,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
The Little Rascals,53004639.8,67308282.0,0.25,0.03317844302120138,-0.23353193338634132,-1.0555555555555556,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Matando el tiempo,100000.0,99000630.0,-0.4166666666666667,-0.5510159010600707,-0.15281385085712965,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True
To All the Boys: P.S. I Still Love You,143600000.0,309828687.0,0.3333333333333333,1.0335689045936396,0.3841497248425738,0.3888888888888889,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Rosaline,110800000.0,327683157.2,0.6666666666666666,0.6713780918727915,0.4296237490177138,0.5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
The Queen's Corgi,23060000.2,35515687.0,-0.4166666666666667,-0.29748232994699647,-0.3145053376613355,0.3333333333333333,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
The Aeronauts,80000000.0,6628721.0,0.25,0.33127208480565373,-0.3880783182939643,0.3333333333333333,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
Pet Sematary II,8000000.0,17092453.0,-1.0,-0.4637809187279152,-0.3614279614589468,-1.1666666666666667,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
What's Eating Gilbert Grape,11000000.0,9170214.0,1.0,-0.43065371024734983,-0.3816053222975359,-1.0555555555555556,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Heaven in Hell,81000040.0,169299022.4,-2.0,0.3423149293286219,0.026230991115895132,0.5555555555555556,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True
The Peanuts Movie,99000000.0,250091610.0,0.3333333333333333,0.541077738515901,0.23200377745679243,0.1111111111111111,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Licence to Kill,42000000.0,156167015.0,-0.16666666666666666,-0.08833922261484099,-0.007215267176088127,-1.3333333333333333,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Altered Carbon: Resleeved,77200000.0,339156011.4,0.0,0.3003533568904594,0.45884426597534694,0.3888888888888889,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True
Chang Can Dunk,111000000.0,512397898.8,0.5833333333333334,0.6735865724381626,0.9000786284362665,0.5555555555555556,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Fresh,125000000.0,515036018.8,0.4166666666666667,0.8281802120141343,0.9067977263043691,0.5,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
The Marine,15000000.0,22165608.0,-0.4166666666666667,-0.38648409893992935,-0.34850700830099574,-0.3888888888888889,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
Mine,45177862.6,1600000.0,0.08333333333333333,-0.0532479836572438,-0.40088610131762603,0.2222222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Freaky,6000000.0,18073433.0,0.08333333333333333,-0.48586572438162545,-0.35892947745266535,0.3888888888888889,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
The Room,39412225.8,44291.0,-0.08333333333333333,-0.11691446775618378,-0.40484837787263034,0.3333333333333333,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
The Circle,18000000.0,40651864.0,-0.8333333333333334,-0.35335689045936397,-0.3014238720983977,0.2222222222222222,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
A Matter of Faith,167400000.0,997517367.8,-1.3333333333333333,1.2963780918727916,2.135642283589534,0.05555555555555555,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
Gantz:O,2910000.0,2238600.0,0.6666666666666666,-0.5199867491166078,-0.39925963402327613,0.16666666666666666,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True
Unbroken,65000000.0,163527824.0,0.75,0.16563604240282687,0.011532172689956639,0.1111111111111111,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Iron Sky,7500000.0,10109659.0,-0.6666666666666666,-0.46930212014134276,-0.3792126248854775,-0.05555555555555555,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Kangaroo Jack,60000000.0,90558582.0,-1.0833333333333333,0.11042402826855123,-0.17431512703835694,-0.5555555555555556,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
A Newly Wedded Couple's Sex Life,181600000.0,175269998.8,-2.0,1.4531802120141342,0.04143862943398932,0.2777777777777778,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True
Re:ZERO -Starting Life in Another World- Memory Snow,131600000.0,397057826.8,0.75,0.901060070671378,0.6063159368672728,0.2777777777777778,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True
Maybe I Do,7500000.0,4650308.4,-1.0,-0.46930212014134276,-0.39311718987027133,0.5555555555555556,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
Evolution,80000000.0,98341932.0,-0.3333333333333333,0.33127208480565373,-0.15449150628126632,-0.6666666666666666,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Not Okay,115500000.0,365470598.0,-0.08333333333333333,0.7232773851590106,0.5258655852193768,0.5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
Planet Hulk,29800000.0,7000000.0,0.4166666666666667,-0.2230565371024735,-0.387132697951686,-0.16666666666666666,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
Look Both Ways,69600000.0,893429202.4,0.3333333333333333,0.21643109540636044,1.8705373716697407,0.5,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
The Birds,2500000.0,11500000.0,0.8333333333333334,-0.5245141342756183,-0.3756715284800693,-0.05555555555555555,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Yu-Gi-Oh! The Movie,20000000.0,29170410.0,-0.3333333333333333,-0.33127208480565373,-0.3306662921149692,-0.5,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
47 Meters Down: Uncaged,12000000.0,47582563.0,-0.6666666666666666,-0.4196113074204947,-0.2837718908104501,0.3333333333333333,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Death Proof,25000000.0,31126421.0,0.25,-0.2760600706713781,-0.3256844757684477,-0.3333333333333333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Lemony Snicket's A Series of Unfortunate Events,100000000.0,212956024.0,0.25,0.5521201413427562,0.13742216755150433,-0.5,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Fear of Rain,141000000.0,762084982.6,0.5,1.0048586572438163,1.5360132911708355,0.4444444444444444,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Safe,33000000.0,41495213.0,0.0,-0.1877208480565371,-0.29927592414001586,-0.05555555555555555,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
The Tinder Swindler,203200000.0,532344463.4,0.4166666666666667,1.691696113074205,0.9508810633822998,0.5,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
Gridiron Gang,30000000.0,41457834.0,0.4166666666666667,-0.22084805653710246,-0.2993711257075002,-0.3888888888888889,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Pet Sematary,21000000.0,111809732.0,-0.6666666666666666,-0.3202296819787986,-0.12019000890130199,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Pet Sematary,11500000.0,57469850.0,-0.6666666666666666,-0.4251325088339223,-0.258589697050114,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Moneyball,50000000.0,111300835.0,0.5833333333333334,0.0,-0.12148613218143474,-0.1111111111111111,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Sinister Stepsister,110600000.0,660008190.4,0.08333333333333333,0.6691696113074205,1.2760311990545685,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
After Porn Ends 3,500000.0,7758581.6,-0.8333333333333334,-0.5465989399293286,-0.38520064633487483,0.2777777777777778,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
Charles Enterprises,241400000.0,178359863.0,-2.0,2.1135159010600706,0.0493082865985407,0.5555555555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
Taurus,111000000.0,395069158.8,0.4166666666666667,0.6735865724381626,0.6012509455404326,0.5,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
Shoot 'Em Up,39000000.0,26796824.0,-0.08333333333333333,-0.12146643109540636,-0.3367116413152929,-0.3333333333333333,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
The Ring Two,50000000.0,161941727.0,-0.6666666666666666,0.0,0.007492500130973788,-0.4444444444444444,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Why Him?,38000000.0,117425156.0,-0.08333333333333333,-0.13250883392226148,-0.10588793643041672,0.16666666666666666,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Werewolves Within,6500000.0,937490.0,-0.3333333333333333,-0.4803445229681979,-0.4025734656257684,0.4444444444444444,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Poison Ivy,3000000.0,1829804.0,-0.9166666666666666,-0.5189929328621908,-0.4003008074089026,-1.1666666666666667,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
Good Boys,20000000.0,111174248.0,0.3333333333333333,-0.33127208480565373,-0.12180853997252442,0.3333333333333333,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Unleashed,45000000.0,50871113.0,0.3333333333333333,-0.055212014134275615,-0.27539619550692007,-0.4444444444444444,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
