names,budget_x,revenue,score_scaled,budget_x_scaled,revenue_scaled,year_scaled,genre_Action,genre_Adventure,genre_Animation,genre_Comedy,genre_Crime,genre_Documentary,genre_Drama,genre_Family,genre_Fantasy,genre_History,genre_Horror,genre_Music,genre_Mystery,genre_Romance,genre_Science Fiction,genre_TV Movie,genre_Thriller,genre_Unknown,genre_War,genre_Western,lang_ Chinese,lang_ English,lang_ French,lang_ German,lang_ Italian,lang_ Japanese,lang_ Korean,"lang_ Spanish, Castilian",lang_Other,country_ES,country_FR,country_GB,country_HK,country_IT,country_JP,country_KR,country_Other,country_US,status_ Post Production,status_ Released
Monkey King: Hero Is Back,10000000.0,150000000.0,0.3333333333333333,-0.4416961130742049,-0.02292220140919974,0.1111111111111111,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
Van Helsing,170000000.0,300150546.0,-0.16666666666666666,1.325088339222615,0.3595002105823067,-0.5,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Puss in Book: Trapped in an Epic Tale,111000000.0,347509904.0,0.08333333333333333,0.6735865724381626,0.48012101682785474,0.2222222222222222,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
That's My Boy,70000000.0,58058367.0,-0.5833333333333334,0.22084805653710246,-0.2570907874781301,-0.05555555555555555,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
The Imitation Game,15000000.0,227328585.0,1.25,-0.38648409893992935,0.17402802474309292,0.05555555555555555,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
The Wandering Earth,48000000.0,287716494.2,0.0,-0.022084805653710248,0.32783159393815986,0.3333333333333333,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Barabbas,98400000.0,376377287.0,0.4166666666666667,0.534452296819788,0.5536441209978696,-2.1666666666666665,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
Paranormal Activity,450000.0,194183034.0,-0.4166666666666667,-0.5471510600706714,0.0896087409117342,-0.2222222222222222,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
True Spirit,63700000.0,763439177.6,0.5,0.1512809187279152,1.5394623263691947,0.5555555555555556,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Sexo,77140000.0,202866374.4,-1.0833333333333333,0.2996908127208481,0.1117245711126533,-0.6666666666666666,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
The Nativity Story,35000000.0,46309644.0,0.4166666666666667,-0.16563604240282687,-0.28701392200659254,-0.3888888888888889,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Independence Day: Resurgence,165000000.0,384169424.0,-1.0,1.2698763250883391,0.5734901215985485,0.16666666666666666,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
A Delicious Flight,76800000.0,858637629.0,-2.0,0.2959363957597173,1.781925789687165,0.1111111111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True
Zack and Miri Make a Porno,24000000.0,36856306.0,-0.16666666666666666,-0.2871024734982332,-0.31109087953780895,-0.2222222222222222,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Tinker Bell,48000000.0,214714340.0,0.25,-0.022084805653710248,0.14190046925387215,-0.2777777777777778,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Antlers,17000000.0,18867659.0,-0.16666666666666666,-0.36439929328621906,-0.35690664216716217,0.4444444444444444,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
28 Days Later,5000000.0,85720385.0,0.5833333333333334,-0.49690812720848054,-0.18663765942814972,-0.6111111111111112,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Escape Room: Tournament of Champions,15000000.0,53493064.0,0.16666666666666666,-0.38648409893992935,-0.2687182788941923,0.4444444444444444,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Elemental,203540000.0,178359863.0,-2.0,1.6954505300353357,0.0493082865985407,0.5555555555555556,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Steven Universe: The Movie,149200000.0,1011696957.05,1.5,1.0954063604240283,2.1717566559077928,0.3333333333333333,1,1,1,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Kubo and the Two Strings,55000000.0,77548122.0,0.9166666666666666,0.055212014134275615,-0.2074518130302881,0.16666666666666666,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Once Upon a Time… in Hollywood,95000000.0,374251247.0,0.75,0.49690812720848054,0.548229253277106,0.3333333333333333,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
The Fault in Our Stars,12000000.0,307166834.0,0.9166666666666666,-0.4196113074204947,0.37737018076667794,0.05555555555555555,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Moses,56600000.0,583921229.0,0.25,0.07287985865724382,1.082243297013289,-1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
Special Forces,10000000.0,3424648.0,0.16666666666666666,-0.4416961130742049,-0.39623885688339344,-0.1111111111111111,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
Demonic,3000000.0,4668109.0,-1.25,-0.5189929328621908,-0.3930718530495388,0.4444444444444444,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Jack the Giant Slayer,195000000.0,197687603.0,-0.5833333333333334,1.601148409893993,0.09853462074150625,0.0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Paul,40000000.0,101162106.0,0.16666666666666666,-0.11042402826855123,-0.14730873024716692,-0.1111111111111111,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Bad Boys II,130000000.0,273271982.0,0.08333333333333333,0.8833922261484098,0.291042482325041,-0.5555555555555556,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
R.I.P.D.,130000000.0,79076678.0,-0.5833333333333334,0.8833922261484098,-0.20355869317187553,0.0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Brother Bear 2,143000000.0,417354495.6,0.16666666666666666,1.0269434628975265,0.6580100614952895,-0.3888888888888889,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
Rye Lane,96200000.0,412160901.0,0.8333333333333334,0.5101590106007067,0.6447823575225176,0.5555555555555556,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Knock Knock,2000000.0,6328516.0,-1.0,-0.5300353356890459,-0.38884291837868135,0.1111111111111111,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
Silverton Siege,100940000.0,750247009.4,-0.08333333333333333,0.5625,1.5058628429384673,0.5,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
Shadow in the Cloud,6130000.0,1054290.0,-0.5833333333333334,-0.4844302120141343,-0.40227598460481623,0.4444444444444444,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Rocky Balboa,24000000.0,156229050.0,0.25,-0.2871024734982332,-0.007057268587605517,-0.3333333333333333,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
The Valet,105800000.0,667037174.8,1.0,0.616166077738516,1.2939335060371795,0.5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
The Little Mermaid,161600000.0,704464322.4,-1.25,1.232332155477032,1.389257701922249,0.2777777777777778,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
#Alive,6300000.0,13416285.0,0.6666666666666666,-0.4825530035335689,-0.37079089133764326,0.3888888888888889,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True
Fairy Tail: Dragon Cry,103400000.0,312788111.2,0.08333333333333333,0.5896643109540636,0.39168716090804123,0.2222222222222222,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True
Mad Max Beyond Thunderdome,10000000.0,36230219.0,-0.25,-0.4416961130742049,-0.3126854771402481,-1.5555555555555556,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
What Happened at the Carpenter's Shop,5503757.2,7.0,-1.8333333333333333,-0.4913454372791519,-0.40496116596793724,0.3888888888888889,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True
The Cabin in the Woods,30000000.0,70683134.0,0.08333333333333333,-0.22084805653710246,-0.22493643322775808,-0.05555555555555555,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Akira,8000000.0,2018608.0,1.1666666666666667,-0.4637809187279152,-0.3998199374886983,-1.2777777777777777,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
"The Simpsons: The Good, the Bart, and the Loki",117000000.0,594000622.0,0.75,0.7398409893992933,1.107914770645295,0.4444444444444444,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
Z-O-M-B-I-E-S 3,36000000.0,141613530.8,0.9166666666666666,-0.15459363957597172,-0.04428192246913165,0.5,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Dawn of the Dead,28000000.0,103452875.0,0.4166666666666667,-0.24293286219081273,-0.1414743098628723,-0.5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Dawn of the Dead,1500000.0,55000000.0,0.4166666666666667,-0.5355565371024735,-0.2648802235877745,-0.5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Hunter Killer,40000000.0,29312121.0,0.25,-0.11042402826855123,-0.33030536460674864,0.2777777777777778,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
The Redeem Team,98800000.0,580810039.6,0.8333333333333334,0.5388692579505301,1.0743193261306896,0.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
Those Who Wish Me Dead,20000000.0,23384502.0,0.16666666666666666,-0.33127208480565373,-0.34540257481167647,0.4444444444444444,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Deep Water,84200000.0,854645668.6,-0.6666666666666666,0.37765017667844525,1.7717585597608576,0.5,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
The Rite of Spring,75500000.0,509726081.0,0.16666666666666666,0.28158127208480566,0.8932737047466928,0.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True
Over the Sky,137000000.0,612148818.0,0.3333333333333333,0.9606890459363958,1.1541368928586542,0.3888888888888889,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True
American Pie Presents: Band Camp,10000000.0,75759759.8,-0.8333333333333334,-0.4416961130742049,-0.21200664019713994,-0.4444444444444444,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Casino Royale,102000000.0,594420216.0,0.8333333333333334,0.5742049469964664,1.1089834457438001,-0.3888888888888889,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Casino Royale,12000000.0,41744718.0,0.8333333333333334,-0.4196113074204947,-0.2986404532313457,-0.3888888888888889,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Alvin and the Chipmunks,55000000.0,362605033.0,-0.5833333333333334,0.055212014134275615,0.5185672016422804,-0.2777777777777778,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
The Outwaters,148800000.0,948498291.2,-1.4166666666666667,1.0909893992932862,2.010794295977365,0.5555555555555556,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
First Blood,14000000.0,125212904.0,0.8333333333333334,-0.39752650176678445,-0.0860531142903625,-1.7222222222222223,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Chronicle,12000000.0,123681790.0,0.25,-0.4196113074204947,-0.08995274918688803,-0.05555555555555555,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Descendants 2,131400000.0,605380479.2,0.75,0.898851590106007,1.1368984310746277,0.2222222222222222,1,1,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Dangerous Game: The Legacy Murders,75000000.0,494257951.8,0.9166666666666666,0.2760600706713781,0.8538775158200121,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
The BFG,140000000.0,199646680.0,-0.25,0.9938162544169611,0.10352424596482768,0.16666666666666666,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
As in Heaven,95600000.0,305560367.8,0.0,0.5035335689045937,0.3732786293514282,0.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True
The Mystery of Marilyn Monroe: The Unheard Tapes,77400000.0,431611098.0,-0.08333333333333333,0.3025618374558304,0.6943205806499244,0.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
Ocean's Eleven,85000000.0,450728529.0,0.75,0.38648409893992935,0.7430112732172441,-0.6111111111111112,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
What Dreams May Come,80000000.0,71485043.0,0.5833333333333334,0.33127208480565373,-0.22289402990557705,-0.8333333333333334,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Let's Be Cops,17000000.0,136621271.0,0.0,-0.36439929328621906,-0.056996841494495964,0.05555555555555555,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
District 9,30000000.0,212453431.0,0.75,-0.22084805653710246,0.13614210009633804,-0.2222222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Ballerina,30000000.0,96589789.0,0.5833333333333334,-0.22084805653710246,-0.15895408580604561,0.2222222222222222,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Kick-Ass,28000000.0,97531134.0,0.5,-0.24293286219081273,-0.15655654923354362,-0.16666666666666666,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Life of Pi,120000000.0,619310368.0,0.75,0.7729681978798587,1.1723768346874222,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Dead Silence,20000000.0,20614661.0,-0.08333333333333333,-0.33127208480565373,-0.35245715639177255,-0.3333333333333333,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
Hell of Roses,118800000.0,426024199.8,-2.0,0.7597173144876325,0.6800911612963977,-1.8333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True
Wild Card,30000000.0,4315789.0,-0.75,-0.22084805653710246,-0.3939691862113699,0.1111111111111111,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
Empire of Light,6660004.0,5251349.0,0.16666666666666666,-0.4785776943462898,-0.3915863836089553,0.5555555555555556,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Fifty Shades of Black,5000000.0,22113075.0,-1.3333333333333333,-0.49690812720848054,-0.3486408059934074,0.16666666666666666,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Midsommar,9000000.0,46754020.0,0.5833333333333334,-0.45273851590106007,-0.28588212897434384,0.3333333333333333,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Dragon Ball: Yo! Son Goku and His Friends Return!!,165000000.0,600004822.0,-0.25,1.2698763250883391,1.1232070270322907,-0.2777777777777778,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True
Aunt's Temptation 3,123000000.0,603561958.8,-0.5,0.806095406360424,1.132266793187518,0.3888888888888889,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True
Melissa P.,6421098.6,5151936.0,-1.5833333333333333,-0.48121578401060067,-0.3918395812179957,-0.4444444444444444,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
The Da Vinci Code,125000000.0,767820459.0,0.16666666666666666,0.8281802120141343,1.5506211282865818,-0.3888888888888889,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Dragon Ball Z: The History of Trunks,75600000.0,454911144.6,0.8333333333333334,0.2826855123674912,0.7536640879341837,-1.1111111111111112,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True
Jackie Chan Kung Fu Master,111500000.0,468076350.0,-1.8333333333333333,0.6791077738515902,0.7871948990937488,-0.2222222222222222,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
The Call of Sex,124800000.0,834642911.6,-1.75,0.8259717314487632,1.7208130068993983,-1.8888888888888888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
Captain America: The Winter Soldier,170000000.0,714401889.0,1.0,1.325088339222615,1.4145679541307108,0.05555555555555555,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
It Follows,2000000.0,23236296.0,0.08333333333333333,-0.5300353356890459,-0.34578004460783435,0.1111111111111111,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
9 Bullets,116000000.0,378399280.8,-0.9166666666666666,0.7287985865724381,0.5587939906895047,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
The Legend of Tarzan,180000000.0,348902025.0,-0.5,1.435512367491166,0.48366664676252064,0.16666666666666666,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Planet of the Apes,100000000.0,362211740.0,-0.6666666666666666,0.5521201413427562,0.5175655132589471,-0.6666666666666666,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Planet of the Apes,5800000.0,33398936.0,-0.6666666666666666,-0.4880742049469965,-0.3198965469813831,-0.6666666666666666,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
American Siege,114400000.0,695973395.6,-0.75,0.7111307420494699,1.3676319350276065,0.5,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
Six Swedish Girls at a Pump,54000000.0,327139851.8,0.08333333333333333,0.044169611307420496,0.42823999007010394,-1.8333333333333333,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
Kaguya-sama: Love Is War -The First Kiss That Never Ends-,101800000.0,466916011.4,1.5833333333333333,0.5719964664310954,0.7842396019072913,0.5555555555555556,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Erotic Ghost Story II,170400000.0,140616760.0,-1.0833333333333333,1.3295053003533568,-0.046820624483167005,-1.2222222222222223,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
X-Rated: The Greatest Adult Movies of All Time,90000000.0,433079565.6,-0.16666666666666666,0.4416961130742049,0.6980606597670752,0.1111111111111111,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
"South Park: Bigger, Longer & Uncut",21000000.0,52037603.0,0.5833333333333334,-0.3202296819787986,-0.2724252311564876,-0.7777777777777778,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Words Bubble Up Like Soda Pop,115400000.0,504117090.4,0.75,0.7221731448763251,0.8789880176730693,0.4444444444444444,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
